OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
225304999,383607,,None,,Motor vehicle driver,,,3/12/2025,EF77122,-122.281119,47.53705727
225305001,383942,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,6/14/2025,3931621,-122.3022483,47.59928697
225305004,383942,43,None,No Injury,Motor vehicle driver,,,6/14/2025,3931621,-122.3022483,47.59928697
225305011,383567,38,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/2/2025,EF53911,-122.3472322,47.68476917
225305013,382965,,Unknown Distraction,,Motor vehicle driver,,,5/14/2025,3932503,-122.3863227,47.55210642
225305014,383567,37,None,Possible Injury,Motor vehicle driver,,,1/2/2025,EF53911,-122.3472322,47.68476917
225305016,382965,,None,,Motor vehicle driver,,,5/14/2025,3932503,-122.3863227,47.55210642
225305017,383567,36,,Possible Injury,Motor vehicle passenger,,,1/2/2025,EF53911,-122.3472322,47.68476917
225305022,385167,26,Following Too Closely,No Injury,Motor vehicle driver,,,8/10/2025,3924652,-122.3763409,47.66190478
225305025,385167,51,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,8/10/2025,3924652,-122.3763409,47.66190478
225305028,385167,51,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,8/10/2025,3924652,-122.3763409,47.66190478
225305037,383739,44,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/15/2025,3931740,,
225305049,382497,33,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/29/2025,EF86974,-122.3141506,47.61039002
225305052,382497,35,None,Serious Injury,Motor vehicle driver,,,4/29/2025,EF86974,-122.3141506,47.61039002
225305055,382497,24,,No Injury,Motor vehicle passenger,,,4/29/2025,EF86974,-122.3141506,47.61039002
225305060,384784,36,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/31/2025,EG14990,-122.3438345,47.57157665
225305061,385235,37,Other Distractions,No Injury,Motor vehicle driver,,,3/26/2025,EF80880,-122.2941279,47.66255588
225305063,384784,35,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/31/2025,EG14990,-122.3438345,47.57157665
225305064,385235,31,None,No Injury,Motor vehicle driver,,,3/26/2025,EF80880,-122.2941279,47.66255588
225305066,383528,23,None,No Injury,Motor vehicle driver,,,4/5/2025,3924489,-122.3463312,47.61857154
225305069,383528,21,Under the Influence of Drugs,Non Serious Injury (Evident Injury),Pedestrian,Crossing -  Non Intersection - No Crosswalk,Roadway,4/5/2025,3924489,-122.3463312,47.61857154
225305072,384182,66,None,No Injury,Motor vehicle driver,,,6/6/2025,3889409,-122.3762305,47.66789702
225305075,384182,33,Distractions Outiside Vehicle,Non Serious Injury (Evident Injury),Pedal cycle driver,Crossing or Entering Trafficway,Unmarked Crosswalk,6/6/2025,3889409,-122.3762305,47.66789702
225305078,384967,21,Under the Influence of Alcohol,Unknown,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305082,384967,,,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305084,384967,,None,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305087,384967,,,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305090,384967,,None,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305093,384967,,None,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305095,384967,,None,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305097,384388,74,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,7/8/2025,EG08182,-122.3295662,47.553405
225305098,384967,,None,,Motor vehicle driver,,,2/1/2025,3928397,-122.3044191,47.66700636
225305100,384388,66,,No Injury,Motor vehicle passenger,,,7/8/2025,EG08182,-122.3295662,47.553405
225305101,382612,22,Unknown Distraction,No Injury,Motor vehicle driver,,,4/25/2025,3928167,-122.3828257,47.56559184
225305103,384388,65,None,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,7/8/2025,EG08182,-122.3295662,47.553405
225305104,382612,,None,,Motor vehicle driver,,,4/25/2025,3928167,-122.3828257,47.56559184
225305106,382959,38,Following Too Closely,No Injury,Motor vehicle driver,,,5/13/2025,3931780,-122.3122507,47.5336947
225305108,382959,60,None,No Injury,Motor vehicle driver,,,5/13/2025,3931780,-122.3122507,47.5336947
225305109,383915,32,Unknown Distraction,No Injury,Motor vehicle driver,,,6/18/2025,3931541,-122.3270854,47.60557738
225305110,382959,50,None,Possible Injury,Motor vehicle driver,,,5/13/2025,3931780,-122.3122507,47.5336947
225305111,382959,37,None,No Injury,Motor vehicle driver,,,5/13/2025,3931780,-122.3122507,47.5336947
225305112,383915,43,None,No Injury,Motor vehicle driver,,,6/18/2025,3931541,-122.3270854,47.60557738
225305113,382959,80,,Possible Injury,Motor vehicle passenger,,,5/13/2025,3931780,-122.3122507,47.5336947
225305116,382959,44,,No Injury,Motor vehicle passenger,,,5/13/2025,3931780,-122.3122507,47.5336947
225305118,383858,,Operating Reckless or Aggressively,,Motor vehicle driver,,,3/2/2025,3929143,-122.3276745,47.60087901
225305119,382959,50,,No Injury,Motor vehicle passenger,,,5/13/2025,3931780,-122.3122507,47.5336947
225305120,382959,38,,No Injury,Motor vehicle passenger,,,5/13/2025,3931780,-122.3122507,47.5336947
225305121,383858,37,None,No Injury,Motor vehicle driver,,,3/2/2025,3929143,-122.3276745,47.60087901
225305122,382959,,,No Injury,Motor vehicle passenger,,,5/13/2025,3931780,-122.3122507,47.5336947
225305123,385508,30,Unknown Distraction,No Injury,Motor vehicle driver,,,4/17/2025,EF84975,-122.3808871,47.6679528
225305124,382610,23,Following Too Closely,No Injury,Motor vehicle driver,,,5/5/2025,3907845,-122.3526247,47.62976546
225305126,385508,,None,,Motor vehicle driver,,,4/17/2025,EF84975,-122.3808871,47.6679528
225305127,382610,54,None,No Injury,Motor vehicle driver,,,5/5/2025,3907845,-122.3526247,47.62976546
225305129,385508,36,,No Injury,Motor vehicle passenger,,,4/17/2025,EF84975,-122.3808871,47.6679528
225305132,383701,38,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/2/2025,3930037,-122.3875571,47.6795116
225305134,383701,57,None,Non Serious Injury (Evident Injury),Pedal cycle driver,All Other Actions,Designated Bike Route,6/2/2025,3930037,-122.3875571,47.6795116
225305136,383701,4,,No Injury,Pedal cycle passenger,,,6/2/2025,3930037,-122.3875571,47.6795116
225305139,383701,1,,No Injury,Pedal cycle passenger,,,6/2/2025,3930037,-122.3875571,47.6795116
225305142,384933,56,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,7/30/2025,3937186,-122.302496,47.62138076
225305144,385595,18,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/16/2025,EF84998,-122.3348057,47.54194496
225305146,384933,36,None,No Injury,Motor vehicle driver,,,7/30/2025,3937186,-122.302496,47.62138076
225305148,385595,50,None,No Injury,Motor vehicle driver,,,4/16/2025,EF84998,-122.3348057,47.54194496
225305149,384933,53,,No Injury,Motor vehicle passenger,,,7/30/2025,3937186,-122.302496,47.62138076
225305152,382689,22,Unknown Distraction,No Injury,Motor vehicle driver,,,5/5/2025,3914709,-122.3215543,47.61990865
225305155,382689,29,None,Possible Injury,Motor vehicle driver,,,5/5/2025,3914709,-122.3215543,47.61990865
225305158,385600,64,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,6/23/2025,3926063,-122.3611067,47.53795984
225305161,385600,41,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,6/23/2025,3926063,-122.3611067,47.53795984
225305162,384658,56,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,6/9/2025,EF99345,-122.313422,47.59833692
225305164,385600,8,,No Injury,Motor vehicle passenger,,,6/23/2025,3926063,-122.3611067,47.53795984
225305165,384658,29,None,Possible Injury,Pedal cycle driver,Crossing or Entering Trafficway,Marked Cross Walk,6/9/2025,EF99345,-122.313422,47.59833692
225305167,385600,36,,No Injury,Motor vehicle passenger,,,6/23/2025,3926063,-122.3611067,47.53795984
225305169,384269,47,Eating or Drinking,No Injury,Motor vehicle driver,,,6/23/2025,EG03459,-122.3696949,47.66866726
225305171,385637,26,Following Too Closely,No Injury,Motor vehicle driver,,,8/3/2025,3937257,-122.3174997,47.68290872
225305172,384269,76,None,No Injury,Motor vehicle driver,,,6/23/2025,EG03459,-122.3696949,47.66866726
225305174,385637,39,None,Non Serious Injury (Evident Injury),Pedal cycle driver,Riding With Traffic,Roadway,8/3/2025,3937257,-122.3174997,47.68290872
225305175,384269,69,,Possible Injury,Motor vehicle passenger,,,6/23/2025,EG03459,-122.3696949,47.66866726
225305177,382486,35,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,4/20/2025,EF86050,-122.3528542,47.61859771
225305178,384162,32,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,6/6/2025,EG01181,-122.3061513,47.617269
225305180,384162,,None,Serious Injury,Motor vehicle driver,,,6/6/2025,EG01181,-122.3061513,47.617269
225305182,384162,28,,Serious Injury,Motor vehicle passenger,,,6/6/2025,EG01181,-122.3061513,47.617269
225305184,385422,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,7/12/2025,EG09661,-122.3153677,47.58299289
225305186,382486,40,None,No Injury,Motor vehicle driver,,,4/20/2025,EF86050,-122.3528542,47.61859771
225305187,385422,,None,,Motor vehicle driver,,,7/12/2025,EG09661,-122.3153677,47.58299289
225305190,385422,,None,,Motor vehicle driver,,,7/12/2025,EG09661,-122.3153677,47.58299289
225305194,384149,48,Distractions Outiside Vehicle,No Injury,Motor vehicle driver,,,6/19/2025,3929166,-122.3153324,47.5983401
225305195,383960,16,Lost in Thought/Day Dreaming,No Injury,Motor vehicle driver,,,6/13/2025,3932608,-122.3978473,47.54810532
225305196,384149,37,None,No Injury,Motor vehicle driver,,,6/19/2025,3929166,-122.3153324,47.5983401
225305198,383960,,None,,Motor vehicle driver,,,6/13/2025,3932608,-122.3978473,47.54810532
225305199,384149,35,,No Injury,Motor vehicle passenger,,,6/19/2025,3929166,-122.3153324,47.5983401
225305201,383960,,None,,Motor vehicle driver,,,6/13/2025,3932608,-122.3978473,47.54810532
225305202,385783,32,None,No Injury,Motor vehicle driver,,,4/23/2025,EF87996,-122.3847603,47.6676515
225305204,383971,52,None,No Injury,Motor vehicle driver,,,5/30/2025,EF97005,-122.3257485,47.6473808
225305205,385783,61,Unknown Distraction,Unknown,Pedal cycle driver,Riding With Traffic,Roadway,4/23/2025,EF87996,-122.3847603,47.6676515
225305207,382657,58,Failing To Signal,No Injury,Motor vehicle driver,,,5/5/2025,EF89034,-122.3167957,47.6052021
225305209,383971,,None,,Motor vehicle driver,,,5/30/2025,EF97005,-122.3257485,47.6473808
225305211,382657,28,None,Non Serious Injury (Evident Injury),Pedal cycle driver,Riding With Traffic,Designated Bike Route,5/5/2025,EF89034,-122.3167957,47.6052021
225305212,383971,,None,,Motor vehicle driver,,,5/30/2025,EF97005,-122.3257485,47.6473808
225305214,382657,,,No Injury,Pedal cycle passenger,,,5/5/2025,EF89034,-122.3167957,47.6052021
225305217,382523,,None,Unknown,Motor vehicle driver,,,4/30/2025,3929139,-122.3370528,47.61144536
225305220,382523,27,Other/Contributing Circ. Not Listed,Possible Injury,Pedal cycle driver,Riding With Traffic,Roadway,4/30/2025,3929139,-122.3370528,47.61144536
225305229,384159,21,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,7/7/2025,3930472,-122.3614924,47.66780024
225305249,384555,55,None,No Injury,Motor vehicle driver,,,7/27/2025,3937246,-122.3340757,47.61406224
225305251,383338,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/30/2025,3932583,-122.3798371,47.54475452
225305252,384555,,Under the Influence of Alcohol,Serious Injury,Pedal cycle driver,Crossing or Entering Trafficway,Sidewalk,7/27/2025,3937246,-122.3340757,47.61406224
225305254,383338,41,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,5/30/2025,3932583,-122.3798371,47.54475452
225305260,384141,24,None,No Injury,Motor vehicle driver,,,5/1/2025,3937239,-122.2974295,47.59923852
225305262,384141,23,None,No Injury,Motor vehicle driver,,,5/1/2025,3937239,-122.2974295,47.59923852
225305265,385596,29,Unknown Distraction,No Injury,Motor vehicle driver,,,4/16/2025,EF85105,-122.3259697,47.70861714
225305268,385596,30,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/16/2025,EF85105,-122.3259697,47.70861714
225305270,383306,32,Unknown Distraction,No Injury,Motor vehicle driver,,,5/25/2025,3932601,-122.314932,47.52602215
225305272,383306,18,None,No Injury,Motor vehicle driver,,,5/25/2025,3932601,-122.314932,47.52602215
225305273,385596,70,None,No Injury,Motor vehicle driver,,,4/16/2025,EF85105,-122.3259697,47.70861714
225305274,385526,39,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,4/9/2025,EF85103,-122.3762286,47.66944815
225305276,385596,39,,No Injury,Motor vehicle passenger,,,4/16/2025,EF85105,-122.3259697,47.70861714
225305277,385526,18,None,No Injury,Motor vehicle driver,,,4/9/2025,EF85103,-122.3762286,47.66944815
225305290,385232,40,Improper Turn/Merge,No Injury,Motor vehicle driver,,,7/14/2025,EG09525,-122.3211662,47.54850179
225305292,385445,67,None,No Injury,Motor vehicle driver,,,6/10/2025,EG01487,-122.3821422,47.67383297
225305293,385232,20,None,Possible Injury,Motor vehicle driver,,,7/14/2025,EG09525,-122.3211662,47.54850179
225305295,385232,63,,No Injury,Motor vehicle passenger,,,7/14/2025,EG09525,-122.3211662,47.54850179
225305296,385779,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/26/2025,EF87994,-122.3207427,47.66132469
225305298,385779,18,None,No Injury,Motor vehicle driver,,,4/26/2025,EF87994,-122.3207427,47.66132469
225305304,385692,32,Improper Turn/Merge,No Injury,Motor vehicle driver,,,6/19/2025,EG02969,-122.3323301,47.54523641
225305306,385692,51,None,No Injury,Motor vehicle driver,,,6/19/2025,EG02969,-122.3323301,47.54523641
225305309,385445,31,Did not Grant Right of Way to Vehicle,Possible Injury,Pedal cycle driver,Crossing or Entering Trafficway,Roadway,6/10/2025,EG01487,-122.3821422,47.67383297
225305310,385037,26,Following Too Closely,No Injury,Motor vehicle driver,,,3/28/2025,EF79008,-122.3518289,47.65414743
225305313,385037,42,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/28/2025,EF79008,-122.3518289,47.65414743
225305316,383348,69,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,5/23/2025,3892912,-122.3566369,47.62957825
225305319,383348,24,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,5/23/2025,3892912,-122.3566369,47.62957825
225305320,383898,,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,6/19/2025,3927963,-122.3632974,47.56835314
225305322,383348,62,,No Injury,Motor vehicle passenger,,,5/23/2025,3892912,-122.3566369,47.62957825
225305324,385316,43,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/1/2025,EF82680,-122.3316127,47.59031627
225305326,383898,,None,Unknown,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,6/19/2025,3927963,-122.3632974,47.56835314
225305327,385316,63,None,No Injury,Motor vehicle driver,,,4/1/2025,EF82680,-122.3316127,47.59031627
225305329,383370,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/29/2025,3929236,-122.407093,47.64565976
225305332,383370,,,,Motor vehicle driver,,,5/29/2025,3929236,-122.407093,47.64565976
225305335,385745,26,None,No Injury,Motor vehicle driver,,,4/8/2025,EF87990,-122.3561905,47.65125067
225305336,385257,37,Improper U-Turn,No Injury,Motor vehicle driver,,,1/19/2025,3881200,-122.3293834,47.56381133
225305337,385745,,None,,Motor vehicle driver,,,4/8/2025,EF87990,-122.3561905,47.65125067
225305338,385257,34,None,No Injury,Motor vehicle driver,,,1/19/2025,3881200,-122.3293834,47.56381133
225305341,385257,26,,No Injury,Motor vehicle passenger,,,1/19/2025,3881200,-122.3293834,47.56381133
225305344,384775,72,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,7/10/2025,EG10509,-122.3123786,47.70352701
225305345,384157,34,Operating Reckless or Aggressively,No Injury,Motor vehicle driver,,,6/30/2025,3930459,-122.3169584,47.71944757
225305347,384775,,None,,Motor vehicle driver,,,7/10/2025,EG10509,-122.3123786,47.70352701
225305348,384157,29,None,Possible Injury,Motor vehicle driver,,,6/30/2025,3930459,-122.3169584,47.71944757
225305350,383283,,None,,Motor vehicle driver,,,5/22/2025,3931826,-122.3027635,47.55435584
225305353,383283,29,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,5/22/2025,3931826,-122.3027635,47.55435584
225305354,384157,32,None,No Injury,Motor vehicle driver,,,6/30/2025,3930459,-122.3169584,47.71944757
225305356,382998,45,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,5/16/2025,3931782,-122.326168,47.54625568
225305357,384157,,None,,Motor vehicle driver,,,6/30/2025,3930459,-122.3169584,47.71944757
225305359,382998,25,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,5/16/2025,3931782,-122.326168,47.54625568
225305360,384157,31,,Possible Injury,Motor vehicle passenger,,,6/30/2025,3930459,-122.3169584,47.71944757
225305362,382998,23,,No Injury,Motor vehicle passenger,,,5/16/2025,3931782,-122.326168,47.54625568
225305367,383351,49,None,No Injury,Motor vehicle driver,,,3/27/2025,3916498,-122.3239249,47.59243439
225305370,383351,26,Unknown Distraction,Serious Injury,Pedal cycle driver,Crossing or Entering Trafficway,,3/27/2025,3916498,-122.3239249,47.59243439
225305373,384711,57,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,6/23/2025,EG04974,-122.36271,47.62214594
225305376,384711,21,,No Injury,Motor vehicle passenger,,,6/23/2025,EG04974,-122.36271,47.62214594
225305378,384711,27,Disregard Traffic Sign or Signal,Serious Injury,Pedestrian,Crossing at Intersection Against Signal,Marked Cross Walk,6/23/2025,EG04974,-122.36271,47.62214594
225305379,382962,,Unknown Distraction,Unknown,Motor vehicle driver,,,5/11/2025,3930723,-122.310295,47.59749215
